Experiment;Normalized;Distance;K;Accuracy;F1Score;Execution Time
features_20_10;0;euclidean;1;0.908;0.9086722330687227;0.48502588272094727
features_20_10;0;euclidean;3;0.905;0.9063263005337628;1.2704219818115234
features_20_10;0;euclidean;4;0.898;0.9003661327592072;2.076195001602173
features_20_10;0;euclidean;5;0.901;0.9029793999470688;2.8885927200317383
features_20_10;0;euclidean;6;0.884;0.8867510248485693;3.690549850463867
features_20_10;0;euclidean;7;0.886;0.8886632022205343;4.567081928253174
features_20_10;0;euclidean;8;0.881;0.8832207776190878;5.417038917541504
features_20_10;0;euclidean;9;0.884;0.8865909540663988;6.2176268100738525
features_20_10;0;euclidean;10;0.879;0.8814446808466868;7.067450046539307
features_20_10;0;euclidean;11;0.883;0.8849821269053333;7.92000675201416
features_20_10;0;euclidean;12;0.874;0.8758388436662567;8.762006998062134
features_20_10;0;euclidean;13;0.871;0.8727908659898784;9.668593883514404
features_20_10;0;manhattan;1;0.908;0.9086722330687227;10.491109132766724
features_20_10;0;manhattan;3;0.905;0.9063263005337628;11.362957000732422
features_20_10;0;manhattan;4;0.898;0.9003661327592072;12.222981691360474
features_20_10;0;manhattan;5;0.901;0.9029793999470688;13.028911113739014
features_20_10;0;manhattan;6;0.884;0.8867510248485693;13.86125373840332
features_20_10;0;manhattan;7;0.886;0.8886632022205343;14.702729940414429
features_20_10;0;manhattan;8;0.881;0.8832207776190878;15.562971830368042
features_20_10;0;manhattan;9;0.884;0.8865909540663988;16.37932276725769
features_20_10;0;manhattan;10;0.879;0.8814446808466868;17.19932985305786
features_20_10;0;manhattan;11;0.883;0.8849821269053333;18.03612780570984
features_20_10;0;manhattan;12;0.874;0.8758388436662567;18.836993932724
features_20_10;0;manhattan;13;0.871;0.8727908659898784;19.66070294380188
features_20_10;1;euclidean;1;0.908;0.9086722330687227;20.5080668926239
features_20_10;1;euclidean;3;0.905;0.9063263005337628;21.358371019363403
features_20_10;1;euclidean;4;0.898;0.9003661327592072;22.212087869644165
features_20_10;1;euclidean;5;0.901;0.9029793999470688;23.055327892303467
features_20_10;1;euclidean;6;0.884;0.8867510248485693;23.896999835968018
features_20_10;1;euclidean;7;0.886;0.8886632022205343;24.675482749938965
features_20_10;1;euclidean;8;0.881;0.8832207776190878;25.444772005081177
features_20_10;1;euclidean;9;0.884;0.8865909540663988;26.274877786636353
features_20_10;1;euclidean;10;0.879;0.8814446808466868;27.17563796043396
features_20_10;1;euclidean;11;0.883;0.8849821269053333;28.029488801956177
features_20_10;1;euclidean;12;0.874;0.8758388436662567;28.870788097381592
features_20_10;1;euclidean;13;0.871;0.8727908659898784;29.79972195625305
features_20_10;1;manhattan;1;0.908;0.9086722330687227;30.669676065444946
features_20_10;1;manhattan;3;0.905;0.9063263005337628;31.537039041519165
features_20_10;1;manhattan;4;0.898;0.9003661327592072;32.34695076942444
features_20_10;1;manhattan;5;0.901;0.9029793999470688;33.14148783683777
features_20_10;1;manhattan;6;0.884;0.8867510248485693;33.92416310310364
features_20_10;1;manhattan;7;0.886;0.8886632022205343;34.73605799674988
features_20_10;1;manhattan;8;0.881;0.8832207776190878;35.52525782585144
features_20_10;1;manhattan;9;0.884;0.8865909540663988;36.2988920211792
features_20_10;1;manhattan;10;0.879;0.8814446808466868;37.079416036605835
features_20_10;1;manhattan;11;0.883;0.8849821269053333;37.874581813812256
features_20_10;1;manhattan;12;0.874;0.8758388436662567;38.68606686592102
features_20_10;1;manhattan;13;0.871;0.8727908659898784;39.50748109817505
features_40_20;0;euclidean;1;0.919;0.9198020137797447;41.94869875907898
features_40_20;0;euclidean;3;0.918;0.9193582584282078;45.352091789245605
features_40_20;0;euclidean;4;0.905;0.9064023266708425;48.85973381996155
features_40_20;0;euclidean;5;0.912;0.9141599698434068;52.30052709579468
features_40_20;0;euclidean;6;0.905;0.9073641717906437;55.72427177429199
features_40_20;0;euclidean;7;0.906;0.908023192808831;59.18342590332031
features_40_20;0;euclidean;8;0.892;0.8946848679761826;62.53027391433716
features_40_20;0;euclidean;9;0.903;0.9053805765545676;65.87997198104858
features_40_20;0;euclidean;10;0.893;0.8952995536799357;69.17725682258606
features_40_20;0;euclidean;11;0.895;0.8973528497240844;72.50059580802917
features_40_20;0;euclidean;12;0.891;0.893630590069975;75.80623483657837
features_40_20;0;euclidean;13;0.888;0.8903715104746577;79.12218999862671
features_40_20;0;manhattan;1;0.919;0.9198020137797447;82.35762786865234
features_40_20;0;manhattan;3;0.918;0.9193582584282078;85.40600490570068
features_40_20;0;manhattan;4;0.905;0.9064023266708425;88.5281069278717
features_40_20;0;manhattan;5;0.912;0.9141599698434068;91.94736576080322
features_40_20;0;manhattan;6;0.905;0.9073641717906437;95.31649398803711
features_40_20;0;manhattan;7;0.906;0.908023192808831;98.52759599685669
features_40_20;0;manhattan;8;0.892;0.8946848679761826;101.99064087867737
features_40_20;0;manhattan;9;0.903;0.9053805765545676;105.39172196388245
features_40_20;0;manhattan;10;0.893;0.8952995536799357;108.62808275222778
features_40_20;0;manhattan;11;0.895;0.8973528497240844;111.84362483024597
features_40_20;0;manhattan;12;0.891;0.893630590069975;115.13823413848877
features_40_20;0;manhattan;13;0.888;0.8903715104746577;118.27529287338257
features_40_20;1;euclidean;1;0.919;0.9198020137797447;121.63876986503601
features_40_20;1;euclidean;3;0.918;0.9193582584282078;125.07143187522888
features_40_20;1;euclidean;4;0.905;0.9064023266708425;128.43783593177795
features_40_20;1;euclidean;5;0.912;0.9141599698434068;131.89923191070557
features_40_20;1;euclidean;6;0.905;0.9073641717906437;135.25642585754395
features_40_20;1;euclidean;7;0.906;0.908023192808831;138.5204679965973
features_40_20;1;euclidean;8;0.892;0.8946848679761826;142.07054471969604
features_40_20;1;euclidean;9;0.903;0.9053805765545676;145.6988558769226
features_40_20;1;euclidean;10;0.893;0.8952995536799357;149.17898273468018
features_40_20;1;euclidean;11;0.895;0.8973528497240844;152.45007586479187
features_40_20;1;euclidean;12;0.891;0.893630590069975;155.66916489601135
features_40_20;1;euclidean;13;0.888;0.8903715104746577;158.91586780548096
features_40_20;1;manhattan;1;0.919;0.9198020137797447;162.04455494880676
features_40_20;1;manhattan;3;0.918;0.9193582584282078;165.1089849472046
features_40_20;1;manhattan;4;0.905;0.9064023266708425;168.35836005210876
features_40_20;1;manhattan;5;0.912;0.9141599698434068;171.68394112586975
features_40_20;1;manhattan;6;0.905;0.9073641717906437;174.86229491233826
features_40_20;1;manhattan;7;0.906;0.908023192808831;178.0832691192627
features_40_20;1;manhattan;8;0.892;0.8946848679761826;181.28104281425476
features_40_20;1;manhattan;9;0.903;0.9053805765545676;184.48651790618896
features_40_20;1;manhattan;10;0.893;0.8952995536799357;187.6889259815216
features_40_20;1;manhattan;11;0.895;0.8973528497240844;190.7738389968872
features_40_20;1;manhattan;12;0.891;0.893630590069975;193.91538095474243
features_40_20;1;manhattan;13;0.888;0.8903715104746577;197.04169702529907
features_60_30;0;euclidean;1;0.925;0.9258212761972107;202.83256602287292
features_60_30;0;euclidean;3;0.918;0.9197310090720731;210.19771790504456
features_60_30;0;euclidean;4;0.901;0.9028567497442157;217.76928687095642
features_60_30;0;euclidean;5;0.914;0.9162850203611042;225.3677260875702
features_60_30;0;euclidean;6;0.903;0.9054322861115025;232.95415091514587
features_60_30;0;euclidean;7;0.902;0.904088517578611;240.56385684013367
features_60_30;0;euclidean;8;0.89;0.892281828331751;248.16883087158203
features_60_30;0;euclidean;9;0.895;0.897403158655479;255.74665188789368
features_60_30;0;euclidean;10;0.886;0.8882847110987171;263.3116247653961
features_60_30;0;euclidean;11;0.883;0.8860394718602735;270.8984010219574
features_60_30;0;euclidean;12;0.881;0.8837718389879503;278.4612648487091
features_60_30;0;euclidean;13;0.883;0.8856940860737932;286.029727935791
features_60_30;0;manhattan;1;0.925;0.9258212761972107;293.4055459499359
features_60_30;0;manhattan;3;0.918;0.9197310090720731;300.641893863678
features_60_30;0;manhattan;4;0.901;0.9028567497442157;307.87114691734314
features_60_30;0;manhattan;5;0.914;0.9162850203611042;315.0980849266052
features_60_30;0;manhattan;6;0.903;0.9054322861115025;322.33162093162537
features_60_30;0;manhattan;7;0.902;0.904088517578611;329.5827100276947
features_60_30;0;manhattan;8;0.89;0.892281828331751;336.78652691841125
features_60_30;0;manhattan;9;0.895;0.897403158655479;343.98454093933105
features_60_30;0;manhattan;10;0.886;0.8882847110987171;351.19902205467224
features_60_30;0;manhattan;11;0.883;0.8860394718602735;358.4233548641205
features_60_30;0;manhattan;12;0.881;0.8837718389879503;365.67084884643555
features_60_30;0;manhattan;13;0.883;0.8856940860737932;372.87332487106323
features_60_30;1;euclidean;1;0.925;0.9258212761972107;380.29974484443665
features_60_30;1;euclidean;3;0.918;0.9197310090720731;387.9029128551483
features_60_30;1;euclidean;4;0.901;0.9028567497442157;395.5065929889679
features_60_30;1;euclidean;5;0.914;0.9162850203611042;403.1165177822113
features_60_30;1;euclidean;6;0.903;0.9054322861115025;410.6910219192505
features_60_30;1;euclidean;7;0.902;0.904088517578611;418.27784276008606
features_60_30;1;euclidean;8;0.89;0.892281828331751;425.862890958786
features_60_30;1;euclidean;9;0.895;0.897403158655479;433.4349949359894
features_60_30;1;euclidean;10;0.886;0.8882847110987171;441.0309159755707
features_60_30;1;euclidean;11;0.883;0.8860394718602735;448.65365195274353
features_60_30;1;euclidean;12;0.881;0.8837718389879503;456.2653338909149
features_60_30;1;euclidean;13;0.883;0.8856940860737932;463.88154101371765
features_60_30;1;manhattan;1;0.925;0.9258212761972107;471.30939388275146
features_60_30;1;manhattan;3;0.918;0.9197310090720731;478.5216989517212
features_60_30;1;manhattan;4;0.901;0.9028567497442157;485.7483367919922
features_60_30;1;manhattan;5;0.914;0.9162850203611042;493.0632779598236
features_60_30;1;manhattan;6;0.903;0.9054322861115025;500.33873081207275
features_60_30;1;manhattan;7;0.902;0.904088517578611;507.7384638786316
features_60_30;1;manhattan;8;0.89;0.892281828331751;515.0067298412323
features_60_30;1;manhattan;9;0.895;0.897403158655479;522.3052048683167
features_60_30;1;manhattan;10;0.886;0.8882847110987171;529.5531468391418
features_60_30;1;manhattan;11;0.883;0.8860394718602735;536.804753780365
features_60_30;1;manhattan;12;0.881;0.8837718389879503;544.0449509620667
features_60_30;1;manhattan;13;0.883;0.8856940860737932;551.0288529396057
features_36_46;0;euclidean;1;0.923;0.9236320884733841;557.766664981842
features_36_46;0;euclidean;3;0.919;0.9205335699345073;564.6898670196533
features_36_46;0;euclidean;4;0.908;0.9099542602236292;571.6655547618866
features_36_46;0;euclidean;5;0.912;0.9141261567533948;578.3691608905792
features_36_46;0;euclidean;6;0.9;0.9023449359741693;585.2189407348633
features_36_46;0;euclidean;7;0.902;0.9041172449349898;592.14923787117
features_36_46;0;euclidean;8;0.894;0.8960903429914877;599.1041178703308
features_36_46;0;euclidean;9;0.896;0.8983365653040358;606.0430948734283
features_36_46;0;euclidean;10;0.894;0.8965303848127726;612.9772319793701
features_36_46;0;euclidean;11;0.888;0.8906616532915504;619.8972699642181
features_36_46;0;euclidean;12;0.882;0.8845280269858071;626.8618879318237
features_36_46;0;euclidean;13;0.887;0.8894205818462543;633.841775894165
features_36_46;0;manhattan;1;0.923;0.9236320884733841;640.6299788951874
features_36_46;0;manhattan;3;0.919;0.9205335699345073;647.2563087940216
features_36_46;0;manhattan;4;0.908;0.9099542602236292;653.8735227584839
features_36_46;0;manhattan;5;0.912;0.9141261567533948;660.5326628684998
features_36_46;0;manhattan;6;0.9;0.9023449359741693;667.1826610565186
features_36_46;0;manhattan;7;0.902;0.9041172449349898;673.8363780975342
features_36_46;0;manhattan;8;0.894;0.8960903429914877;680.4654638767242
features_36_46;0;manhattan;9;0.896;0.8983365653040358;687.0743060112
features_36_46;0;manhattan;10;0.894;0.8965303848127726;693.7211809158325
features_36_46;0;manhattan;11;0.888;0.8906616532915504;700.3516778945923
features_36_46;0;manhattan;12;0.882;0.8845280269858071;706.9806048870087
features_36_46;0;manhattan;13;0.887;0.8894205818462543;713.6168088912964
features_36_46;1;euclidean;1;0.923;0.9236320884733841;720.4481477737427
features_36_46;1;euclidean;3;0.919;0.9205335699345073;727.4191520214081
features_36_46;1;euclidean;4;0.908;0.9099542602236292;734.4207007884979
features_36_46;1;euclidean;5;0.912;0.9141261567533948;741.4120199680328
features_36_46;1;euclidean;6;0.9;0.9023449359741693;748.3790130615234
features_36_46;1;euclidean;7;0.902;0.9041172449349898;755.3828427791595
features_36_46;1;euclidean;8;0.894;0.8960903429914877;762.3820300102234
features_36_46;1;euclidean;9;0.896;0.8983365653040358;769.3268458843231
features_36_46;1;euclidean;10;0.894;0.8965303848127726;776.3134667873383
features_36_46;1;euclidean;11;0.888;0.8906616532915504;783.3272099494934
features_36_46;1;euclidean;12;0.882;0.8845280269858071;790.3525338172913
features_36_46;1;euclidean;13;0.887;0.8894205818462543;797.3159079551697
features_36_46;1;manhattan;1;0.923;0.9236320884733841;804.2146937847137
features_36_46;1;manhattan;3;0.919;0.9205335699345073;810.8860788345337
features_36_46;1;manhattan;4;0.908;0.9099542602236292;817.5077700614929
features_36_46;1;manhattan;5;0.912;0.9141261567533948;2660.4263548851013
features_36_46;1;manhattan;6;0.9;0.9023449359741693;2668.317570924759
features_36_46;1;manhattan;7;0.902;0.9041172449349898;2675.3572940826416
features_36_46;1;manhattan;8;0.894;0.8960903429914877;2682.488315820694
features_36_46;1;manhattan;9;0.896;0.8983365653040358;2689.581785917282
features_36_46;1;manhattan;10;0.894;0.8965303848127726;2696.432596921921
features_36_46;1;manhattan;11;0.888;0.8906616532915504;2703.3953988552094
features_36_46;1;manhattan;12;0.882;0.8845280269858071;2710.3177678585052
features_36_46;1;manhattan;13;0.887;0.8894205818462543;2716.967962741852
features_99_81;0;euclidean;1;0.928;0.9285436500869243;2743.35759472847
features_99_81;0;euclidean;3;0.919;0.9205297657949048;2778.4962899684906
features_99_81;0;euclidean;4;0.904;0.9061714636939705;2812.7448558807373
features_99_81;0;euclidean;5;0.915;0.9169304943461384;2847.6202087402344
features_99_81;0;euclidean;6;0.899;0.9016767589703608;2881.812803030014
features_99_81;0;euclidean;7;0.905;0.9070720099104229;2916.3960597515106
features_99_81;0;euclidean;8;0.892;0.894317181892083;2950.4338898658752
features_99_81;0;euclidean;9;0.894;0.896468087074132;2984.4198639392853
features_99_81;0;euclidean;10;0.888;0.8905010688659836;3018.8511769771576
features_99_81;0;euclidean;11;0.884;0.8867532271824953;3054.0149087905884
features_99_81;0;euclidean;12;0.876;0.8790038658828705;3090.15291595459
features_99_81;0;euclidean;13;0.88;0.8828911929482971;3125.895749807358
features_99_81;0;manhattan;1;0.928;0.9285436500869243;3160.931194782257
features_99_81;0;manhattan;3;0.919;0.9205297657949048;3193.374205827713
features_99_81;0;manhattan;4;0.904;0.9061714636939705;3226.2188107967377
features_99_81;0;manhattan;5;0.915;0.9169304943461384;3258.4855608940125
features_99_81;0;manhattan;6;0.899;0.9016767589703608;3290.9205260276794
features_99_81;0;manhattan;7;0.905;0.9070720099104229;3323.157126903534
features_99_81;0;manhattan;8;0.892;0.894317181892083;3355.2994480133057
features_99_81;0;manhattan;9;0.894;0.896468087074132;3387.521003007889
features_99_81;0;manhattan;10;0.888;0.8905010688659836;3419.8490419387817
features_99_81;0;manhattan;11;0.884;0.8867532271824953;3452.2294487953186
features_99_81;0;manhattan;12;0.876;0.8790038658828705;3484.7435030937195
features_99_81;0;manhattan;13;0.88;0.8828911929482971;3516.824240922928
features_99_81;1;euclidean;1;0.928;0.9285436500869243;3549.950606107712
features_99_81;1;euclidean;3;0.919;0.9205297657949048;3584.3624999523163
features_99_81;1;euclidean;4;0.904;0.9061714636939705;3618.8068318367004
features_99_81;1;euclidean;5;0.915;0.9169304943461384;3653.4545588493347
features_99_81;1;euclidean;6;0.899;0.9016767589703608;3687.970325946808
features_99_81;1;euclidean;7;0.905;0.9070720099104229;3722.8012919425964
features_99_81;1;euclidean;8;0.892;0.894317181892083;3758.545986890793
features_99_81;1;euclidean;9;0.894;0.896468087074132;3793.2228739261627
features_99_81;1;euclidean;10;0.888;0.8905010688659836;3827.220721721649
features_99_81;1;euclidean;11;0.884;0.8867532271824953;3860.945098876953
features_99_81;1;euclidean;12;0.876;0.8790038658828705;3894.148824930191
features_99_81;1;euclidean;13;0.88;0.8828911929482971;3928.213935136795
features_99_81;1;manhattan;1;0.928;0.9285436500869243;3961.1824729442596
features_99_81;1;manhattan;3;0.919;0.9205297657949048;3991.955605983734
features_99_81;1;manhattan;4;0.904;0.9061714636939705;4023.7025928497314
features_99_81;1;manhattan;5;0.915;0.9169304943461384;4057.019122838974
features_99_81;1;manhattan;6;0.899;0.9016767589703608;4090.66895198822
features_99_81;1;manhattan;7;0.905;0.9070720099104229;4124.37260389328
features_99_81;1;manhattan;8;0.892;0.894317181892083;4158.0679841041565
features_99_81;1;manhattan;9;0.894;0.896468087074132;4192.176892757416
features_99_81;1;manhattan;10;0.888;0.8905010688659836;4226.358950853348
features_99_81;1;manhattan;11;0.884;0.8867532271824953;4260.314181804657
features_99_81;1;manhattan;12;0.876;0.8790038658828705;4294.394361972809
features_99_81;1;manhattan;13;0.88;0.8828911929482971;4328.415735006332
